epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
122,6915.48,1.0682,2.33078,0.85979,1.05056,0,0.50525,0.47753,0.47237,0.31684,0.52243,0.46365,0.46878,0.28285,1.30078,2.75771,1.11638,1.20131,0,0.000167766,0.000167766,0.000167766
123,6970.62,1.05771,2.29344,0.85447,1.05057,0,0.50207,0.48757,0.46102,0.31186,0.51903,0.46494,0.46152,0.27659,1.29611,2.75541,1.11331,1.20132,0,0.000162268,0.000162268,0.000162268
124,7029.59,1.06459,2.30434,0.84962,1.0443,0,0.50043,0.46986,0.46106,0.31146,0.53144,0.45101,0.45877,0.27306,1.29446,2.75758,1.11333,1.20288,0,0.000156771,0.000156771,0.000156771
125,7084.5,1.07082,2.33626,0.85437,1.05078,0,0.52243,0.45797,0.46074,0.31141,0.53337,0.46315,0.45957,0.27113,1.29569,2.75476,1.11885,1.20014,0,0.000151273,0.000151273,0.000151273
126,7139.69,1.06249,2.31023,0.85173,1.0468,0,0.56062,0.44603,0.45864,0.30942,0.60553,0.42415,0.45664,0.27108,1.29167,2.75465,1.11305,1.19906,0,0.000145775,0.000145775,0.000145775
127,7195.02,1.07086,2.31946,0.85288,1.04905,0,0.51737,0.46516,0.45189,0.30347,0.52328,0.45712,0.44933,0.26812,1.2972,2.75707,1.11393,1.20442,0,0.000140277,0.000140277,0.000140277
128,7253.39,1.04383,2.27788,0.83841,1.04666,0,0.55211,0.4434,0.46057,0.30767,0.54533,0.43598,0.45202,0.27386,1.29787,2.76896,1.12379,1.20142,0,0.000134779,0.000134779,0.000134779
129,7308.55,1.0653,2.30501,0.85019,1.05151,0,0.49725,0.46718,0.4613,0.31199,0.52161,0.45878,0.46106,0.2747,1.29126,2.76565,1.11166,1.19792,0,0.000129282,0.000129282,0.000129282
130,7363.55,1.05701,2.31234,0.84421,1.04664,0,0.53457,0.45485,0.4657,0.31209,0.54694,0.44906,0.46028,0.27255,1.29176,2.75708,1.10938,1.19799,0,0.000123784,0.000123784,0.000123784
131,7423.55,1.06417,2.30181,0.85471,1.04713,0,0.52723,0.46209,0.46758,0.31236,0.52681,0.46075,0.46034,0.27977,1.28917,2.76036,1.11172,1.19739,0,0.000118286,0.000118286,0.000118286
132,7479.41,1.05162,2.29793,0.83627,1.04415,0,0.5081,0.47774,0.46779,0.30963,0.59298,0.41943,0.45696,0.27356,1.29162,2.75247,1.11249,1.19767,0,0.000112788,0.000112788,0.000112788
133,7539.58,1.05133,2.29739,0.84626,1.04539,0,0.59819,0.42678,0.47054,0.31227,0.59161,0.42445,0.45782,0.27602,1.29138,2.75358,1.10807,1.19876,0,0.00010729,0.00010729,0.00010729
134,7597.87,1.06955,2.32663,0.85326,1.04836,0,0.57302,0.44284,0.46953,0.31268,0.5683,0.43284,0.45938,0.27614,1.29483,2.75963,1.10704,1.20198,0,0.000101793,0.000101793,0.000101793
135,7652.69,1.06096,2.29981,0.85081,1.04649,0,0.60721,0.42688,0.47258,0.31179,0.60428,0.42311,0.46191,0.27538,1.29404,2.75402,1.10552,1.2018,0,9.62948e-05,9.62948e-05,9.62948e-05
136,7707.57,1.0499,2.28898,0.83626,1.04366,0,0.56255,0.47678,0.47403,0.31163,0.55046,0.46675,0.46269,0.27535,1.29278,2.75782,1.10728,1.19848,0,9.0797e-05,9.0797e-05,9.0797e-05
137,7762.45,1.05996,2.29889,0.84286,1.04672,0,0.57159,0.44498,0.47406,0.31552,0.568,0.44498,0.46542,0.27883,1.29379,2.751,1.10884,1.19877,0,8.52992e-05,8.52992e-05,8.52992e-05
138,7818.03,1.06836,2.31674,0.84901,1.04525,0,0.56204,0.44264,0.46807,0.31113,0.56948,0.43969,0.46089,0.27623,1.29409,2.75847,1.11164,1.19987,0,7.98014e-05,7.98014e-05,7.98014e-05
139,7876.52,1.0492,2.31267,0.84068,1.041,0,0.53467,0.45156,0.46946,0.31234,0.53652,0.45042,0.46367,0.27733,1.29449,2.75564,1.10985,1.19897,0,7.43036e-05,7.43036e-05,7.43036e-05
140,7933.76,1.04974,2.29686,0.83633,1.0397,0,0.53513,0.449,0.46722,0.30877,0.62601,0.39521,0.45853,0.27582,1.2976,2.75844,1.11483,1.19927,0,6.88058e-05,6.88058e-05,6.88058e-05
